OBJECTID,AREA,PERIMETER,ZN10OAKS_,ZN10OAKS_I,COMMENT,FEAT_NAME,DATAFILE,UNFILT_POS,GPS_HEIGHT,FILESOURCE,MAX_PDOP,CORR_TYPE,STD_DEV,HORZ_PREC,VERT_PREC,POINT_X,POINT_Y,SOURCEDATA,F_AREA,ACRES,INSIDE_X,INSIDE_Y,FID_1,FID1,AREA_1,PERIMETE_1,ZN10OAKS1,ZN10OAKS_1,COMMENT_1,FEAT_NAM_1,DATAFILE_1,UNFILT_P_1,GPS_HEIG_1,FILESOUR_1,MAX_PDOP_1,CORR_TYP_1,STD_DEV_1,HORZ_PRE_1,VERT_PRE_1,POINT_X_1,POINT_Y_1,Age,Age_2,cwd,fog,ppt,tmn,tmx
216,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0781422,33.97905762, ,0,0,0,0,215,378,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7219.907762,-448487.4777,young,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
217,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0781684,33.97907113, ,0,0,0,0,216,382,0,0,0,0,YNG QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7222.327111,-448485.9768,young,unknown,887.822998,0.327051014,552.5770264,7.454599857,20.58919907
218,0,0,0,0,YNG QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0783324,33.97918566, ,0,0,0,0,217,383,0,0,0,0,YNG QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7237.480031,-448473.2608,young,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
219,0,0,0,0,QUTO SDL IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0783489,33.97915879, ,0,0,0,0,218,384,0,0,0,0,QUTO SDL IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7239.00152,-448476.2393,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
220,0,0,0,0,YNG QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0783432,33.97916155, ,0,0,0,0,219,385,0,0,0,0,YNG QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7238.475093,-448475.9346,young,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
221,0,0,0,0,QUTO SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0786642,33.97925662, ,0,0,0,0,220,388,0,0,0,0,QUTO SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7268.131489,-448465.3648,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
222,0,0,0,0,QUTO SDLNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0786452,33.9792296, ,0,0,0,0,221,389,0,0,0,0,QUTO SDLNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7266.374688,-448468.3634,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
223,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0891166,33.97667717, ,0,0,0,0,222,392,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8234.29675,-448750.621,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
224,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0891127,33.97674136, ,0,0,0,0,223,393,0,0,0,0,BRWSD QUTO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8233.926794,-448743.5015,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
225,0,0,0,0,BRWQT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890917,33.97675155, ,0,0,0,0,224,394,0,0,0,0,BRWQT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8231.987709,-448742.3729,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
226,0,0,0,0,BRWQT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890794,33.97676035, ,0,0,0,0,225,395,0,0,0,0,BRWQT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8230.848321,-448741.3984,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
227,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0891682,33.97676916, ,0,0,0,0,226,396,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8239.055463,-448740.4131,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
228,0,0,0,0,YNG QUTO IN BAPI AG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0891883,33.97675355, ,0,0,0,0,227,397,0,0,0,0,YNG QUTO IN BAPI AG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8240.914305,-448742.1429,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
229,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0895642,33.97692065, ,0,0,0,0,228,399,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8275.631607,-448723.5753,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
230,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.089529,33.97692621, ,0,0,0,0,229,400,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8272.380403,-448722.9626,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
231,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0891358,33.97668238, ,0,0,0,0,230,404,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8236.065903,-448750.0422,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
232,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0891132,33.97674115, ,0,0,0,0,231,405,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8233.978797,-448743.5254,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
233,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890929,33.97674864, ,0,0,0,0,232,406,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8232.102,-448742.6963,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
234,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890838,33.97675445, ,0,0,0,0,233,407,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8231.254813,-448742.0523,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
235,0,0,0,0,YNG QT IN BAPI GRS, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0891928,33.97674723, ,0,0,0,0,234,408,0,0,0,0,YNG QT IN BAPI GRS, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8241.33279,-448742.8442,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
236,0,0,0,0,YNG BR QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0891655,33.97676851, ,0,0,0,0,235,409,0,0,0,0,YNG BR QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8238.805418,-448740.4863,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
237,0,0,0,0,V BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0894718,33.97778281, ,0,0,0,0,236,418,0,0,0,0,V BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8267.008127,-448627.9531,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
238,0,0,0,0,BRW YNG QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0894869,33.97776589, ,0,0,0,0,237,419,0,0,0,0,BRW YNG QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8268.402085,-448629.8294,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
239,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0893357,33.97813369, ,0,0,0,0,238,422,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8254.389429,-448589.0457,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
240,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0893566,33.97811137, ,0,0,0,0,239,423,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8256.323136,-448591.5201,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
241,0,0,0,0,NEW QT SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0893615,33.9781076, ,0,0,0,0,240,424,0,0,0,0,NEW QT SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8256.780185,-448591.9377,seedling,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
242,0,0,0,0,BIG BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890053,33.9788274, ,0,0,0,0,241,430,0,0,0,0,BIG BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8223.782957,-448512.1289,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
243,0,0,0,0,SM BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890244,33.97883444, ,0,0,0,0,242,431,0,0,0,0,SM BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.547014,-448511.346,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
244,0,0,0,0,2 BRW QT IN PT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890376,33.97885481, ,0,0,0,0,243,432,0,0,0,0,2 BRW QT IN PT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8226.768182,-448509.085,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
245,0,0,0,0,BRW QT SDL IN PT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890237,33.9788551, ,0,0,0,0,244,433,0,0,0,0,BRW QT SDL IN PT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.487926,-448509.0546,seedling,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
246,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0890212,33.9788771, ,0,0,0,0,245,434,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8225.25386,-448506.6139,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
247,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.088994,33.9788911, ,0,0,0,0,246,435,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8222.737019,-448505.064,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
248,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0889604,33.97888249, ,0,0,0,0,247,436,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8219.632341,-448506.0219,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
249,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0888955,33.97844848, ,0,0,0,0,248,438,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8213.676267,-448554.1673,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
250,0,0,0,0,BRW QT IN PTERID, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.088861,33.97843957, ,0,0,0,0,249,441,0,0,0,0,BRW QT IN PTERID, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8210.494696,-448555.1595,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
251,0,0,0,0,YNG QUTO BRW, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0882585,33.97787251, ,0,0,0,0,250,445,0,0,0,0,YNG QUTO BRW, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8154.870478,-448618.109,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
252,0,0,0,0,QUTO SDL IN DENSE PTERID, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0882309,33.97789731, ,0,0,0,0,251,446,0,0,0,0,QUTO SDL IN DENSE PTERID, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8152.318642,-448615.3605,seedling,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
253,0,0,0,0,YNG QT SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0877833,33.97820784, ,0,0,0,0,252,449,0,0,0,0,YNG QT SDL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8110.924749,-448580.9551,young,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
254,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0877505,33.97818912, ,0,0,0,0,253,450,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8107.896086,-448583.034,unknown,unknown,876.6669922,0.344792992,523.9630127,7.277800083,20.8423996
255,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0876792,33.9770525, ,0,0,0,0,254,467,0,0,0,0,BRW QT, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8101.422349,-448709.1135,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
256,0,0,0,0,BRW EROD QUTOO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0876512,33.97703844, ,0,0,0,0,255,468,0,0,0,0,BRW EROD QUTOO, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-8098.835013,-448710.6763,unknown,unknown,890.5570068,0.354092002,537.5900269,7.443600178,20.63260078
257,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0765989,33.97918185, ,0,0,0,0,256,489,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7077.285767,-448473.8147,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
258,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0752924,33.9792839, ,0,0,0,0,257,492,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6956.545415,-448462.5914,unknown,unknown,895.7969971,0.308201998,538.4370117,7.402400017,20.80310059
259,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0752709,33.97938885, ,0,0,0,0,258,493,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6954.549095,-448450.9518,unknown,unknown,895.7969971,0.308201998,538.4370117,7.402400017,20.80310059
260,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0752694,33.97939459, ,0,0,0,0,259,498,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6954.406317,-448450.3153,unknown,unknown,895.7969971,0.308201998,538.4370117,7.402400017,20.80310059
261,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0752981,33.97928548, ,0,0,0,0,260,499,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-6957.068025,-448462.4153,unknown,unknown,895.7969971,0.308201998,538.4370117,7.402400017,20.80310059
262,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0775358,33.9791505, ,0,0,0,0,261,506,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7163.862916,-448477.2209,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
263,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0776359,33.97913935, ,0,0,0,0,262,507,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7173.118762,-448478.4502,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
264,0,0,0,0,QUTO YOUNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0775795,33.979196, ,0,0,0,0,263,508,0,0,0,0,QUTO YOUNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7167.900417,-448472.1712,young,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
265,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0775253,33.97923494, ,0,0,0,0,264,509,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7162.888914,-448467.8559,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
266,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0774983,33.97926213, ,0,0,0,0,265,510,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7160.394121,-448464.8418,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
267,0,0,0,0,QUTO SMALL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0777757,33.9793151, ,0,0,0,0,266,512,0,0,0,0,QUTO SMALL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7186.017067,-448458.9457,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
268,0,0,0,0,QUTO SMALL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0777744,33.9793397, ,0,0,0,0,267,513,0,0,0,0,QUTO SMALL, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7185.895455,-448456.2168,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
269,0,0,0,0,QUTO SDLNG IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0778228,33.97939128, ,0,0,0,0,268,514,0,0,0,0,QUTO SDLNG IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7190.362226,-448450.4923,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
270,0,0,0,0,QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0778038,33.97944047, ,0,0,0,0,269,515,0,0,0,0,QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7188.602935,-448445.0371,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
271,0,0,0,0,SMALL QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0778273,33.97943168, ,0,0,0,0,270,516,0,0,0,0,SMALL QUTO IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7190.773031,-448446.0104,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
272,0,0,0,0,QUTO IN BAPI BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.077861,33.9794028, ,0,0,0,0,271,517,0,0,0,0,QUTO IN BAPI BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7193.895885,-448449.2113,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
273,0,0,0,0,QUTO SEEDLING, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.077859,33.97938784, ,0,0,0,0,272,518,0,0,0,0,QUTO SEEDLING, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7193.70713,-448450.8713,seedling,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
274,0,0,0,0,QUTO BWRSD IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0777545,33.97941863, ,0,0,0,0,273,519,0,0,0,0,QUTO BWRSD IN BAPI, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7184.04854,-448447.4635,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
275,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0777666,33.97944367, ,0,0,0,0,274,520,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7185.169351,-448444.6858,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
276,0,0,0,0,QUTO YOUNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0777782,33.97947481, ,0,0,0,0,275,521,0,0,0,0,QUTO YOUNG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7186.237774,-448441.2307,young,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
277,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0777508,33.97971221, ,0,0,0,0,276,524,0,0,0,0,QUTO BRWSD, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7183.678751,-448414.9003,unknown,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
278,0,0,0,0,QUTO BIGBIG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-120.0776641,33.97952155, ,0,0,0,0,277,525,0,0,0,0,QUTO BIGBIG, , ,0,0,C:\Temp\Laura K GPS Files\zone10\Qutoaug5P.shp,0, ,0,0,0,-7175.683623,-448436.0551,adult,unknown,903.0100098,0.321339995,526.677002,7.281300068,20.8906002
